Name,Rating,Rating Count,Category,Full Address,Phone Number,Source City,Scrape Date
Tokyo Bakery टोकियो बेकरी パン屋東京,4.5,910.0,Bakery and Cake Shop,"The Mint Building, Off, Baner Rd, opposite KAPIL MALHAR, Society, Pune, Maharashtra 411045",098223 39730,Pune,2025-04-02 17:26:39
NAAZ Bakery,3.8,410.0,Bakery and Cake Shop,"1, East St, Next to RBL Bank, Hulshur, Camp, Pune, Maharashtra 411001",020 2613 0222,Pune,2025-04-02 17:26:39
Cocoa Patisserie And Bakery,4.1,73.0,Bakery and Cake Shop,"Mahale Plot, 392 A, off Senapati Bapat Road, inside swig, Harihareshwar, Gokhalenagar, Pune, Maharashtra 411016",089752 26174,Pune,2025-04-02 17:26:39
Husseny Bakery,4.3,862.0,Bakery and Cake Shop,"662, Taboot St, Opp. Cakes 'n' Coffee, Camp, Pune, Maharashtra 411001",081492 35933,Pune,2025-04-02 17:26:39
Imperial Bakery,4.3,1138.0,Bakery and Cake Shop,"12 Nps Lines Pulgate, Maharashtra 411001",093256 03825,Pune,2025-04-02 17:26:39
Persian bakery,4.3,102.0,Bakery and Cake Shop,"Shop 106, Fortaleza Complex, East Ave, Kalyani Nagar, Pune, Maharashtra 411014",082371 82150,Pune,2025-04-02 17:26:39
City Bakery,4.4,247.0,Bakery and Cake Shop,"Shop 106, Fortaleza Complex, East Ave, Kalyani Nagar, Pune, Maharashtra 411014",082371 82150,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - Koregaon Park, Pune",4.4,1462.0,Cake shop,"Shop No. 3-4, Ground Floor, Lane Number 5, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001",081828 81881,Pune,2025-04-02 17:26:39
Persian Bakery,4.2,685.0,Bakery and Cake Shop,"383, Kolsa Galli, Camp, Pune, Maharashtra 411001",020 2634 4246,Pune,2025-04-02 17:26:39
Bliss Bakery Cafe,4.1,2541.0,Cafe,"Narayan Tower, Narayan Annaji Shinde Rd, Salunkhe Vihar Society, Kondhwa, Pune, Maharashtra 411048",098222 82817,Pune,2025-04-02 17:26:39
SWISS BAKES,4.3,1170.0,Bakery and Cake Shop,"Kedari Nagar Rd, Oxford Village, Kedari Nagar, Wanowrie, Pune, Maharashtra 411040",093259 46249,Pune,2025-04-02 17:26:39
Bakers Brown,4.1,954.0,Bakery and Cake Shop,"Viman Prestige, 11, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014",090490 51574,Pune,2025-04-02 17:26:39
Fantasy bakery n patisserie,4.8,181.0,Cake shop,"Chitraban Residency, Sarja hotel lane,shop no 7, near Croma - Aundh, Aundh, Pune, Maharashtra 411007",082620 63701,Pune,2025-04-02 17:26:39
India Bakery,4.9,154.0,Bakery and Cake Shop,"S.NO 545/A/B, PLOT NO.433, opp. RADHA SWAMI SATSANG, Salisbury Park, Gultekadi, Pune, Maharashtra 411037",091756 71890,Pune,2025-04-02 17:26:39
"W S BAKERS, CAMP PUNE",4.1,62.0,Bakery and Cake Shop,"849, Dastur Meher Rd, next to yasdan cafe, Camp, Pune, Maharashtra 411001",084118 81150,Pune,2025-04-02 17:26:39
Cakes 'n' Coffee,3.9,53.0,Bakery and Cake Shop,"700, Taboot St, opp. Husseny Bakery, Camp, Pune, Maharashtra 411001",099759 40491,Pune,2025-04-02 17:26:39
Cake-n-Counter,4.6,79.0,Cake shop,"Shop no 15, Thacker's House, 2148, East St, Camp, Pune, Maharashtra 411001",083798 54890,Pune,2025-04-02 17:26:39
Arkie's Born Bakers,4.2,2156.0,Bakery and Cake Shop,"Aditya Towers, Bibwewadi Kondhwa Rd, Block A, Lullanagar, Pune, Maharashtra 411040",084088 80851,Pune,2025-04-02 17:26:39
Golden Cakes - Pune Cake Shop,4.8,479.0,Cake shop,"Store No 2, Jambhulkar Chowk, Krishna Leela Society, Vikas Nagar, Wanwadi, Pune, Maharashtra 411040",080879 95895,Pune,2025-04-02 17:26:39
Ramsar Bakery,3.9,540.0,Bakery and Cake Shop,"1338, opposite PMC Building, Shivajinagar, Pune, Maharashtra 411005",020 2553 4229,Pune,2025-04-02 17:26:39
7th Heaven Cake Shop,4.5,663.0,Cake shop,"Shop 7, Viman Pride, Cluster_pune (M Corp.) 62, Shop 7, 909/7, Viman Nagar Rd, opposite Burger Singh, Viman Nagar, Pune, Maharashtra 411014",091377 53512,Pune,2025-04-02 17:26:39
Spicer College Bakery and Confectionery,4.3,429.0,Bakery and Cake Shop,"HR7C+689, Spicer College Road, Chikhalwadi, Ganeshkhind, Pune, Maharashtra 411020",020 2589 6325,Pune,2025-04-02 17:26:39
Baker's Hut,4.5,2128.0,Bakery and Cake Shop,"Sindhu Nagar, Kundan Arcade, Kashinath Kadam Rd, LIG Colony, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",098908 74727,Pune,2025-04-02 17:26:39
Western Bakery,4.2,1010.0,Bakery and Cake Shop,"FVCQ+85V, Lane No. 3, opp. Shalimar Heights, Meeta Nagar, Kondhwa, Pune, Maharashtra 411048",077678 86608,Pune,2025-04-02 17:26:39
Emmer bakery,4.6,210.0,Bakery and Cake Shop,"Liberty House, E-1, N Main Rd, Liberty Phase 2, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001",091302 54753,Pune,2025-04-02 17:26:39
New Poona Bakery And Cafe,3.8,745.0,Bakery and Cake Shop,"RAHUL COMPLEX, 18, Paud Rd, Prashant Society, Kothrud, Pune, Maharashtra 411038",088578 52269,Pune,2025-04-02 17:26:39
Modern Cakes,4.2,529.0,Cake shop,"Deokar House, 40, Lane Number 5, near Lotus Hotel, Koregaon Park, Pune, Maharashtra 411001",020 2615 8122,Pune,2025-04-02 17:26:39
Unity Bakers Pvt. Ltd.,4.0,887.0,Bakery and Cake Shop,"Shop No 1 & 2, Plot No 12 Behind Marketyard godown Gultekdi, Pune, Maharashtra 411037",020 2427 4168,Pune,2025-04-02 17:26:39
Sweet Mantra Homemade Customised cakes Pune,4.9,856.0,Cake shop,"Shop No 1 & 2, Plot No 12 Behind Marketyard godown Gultekdi, Pune, Maharashtra 411037",020 2427 4168,Pune,2025-04-02 17:26:39
Jadhav Bakers,4.1,856.0,Bakery and Cake Shop,"290, Somwar Peth, Station Road, Opposite Agarkar School, Somwar Peth, 290, near Agarkar High School, opposite Jain mandir, Somwar Peth, Pune, Maharashtra 411011",070572 92111,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - Aundh, Pune",4.2,648.0,Bakery and Cake Shop,"Meghana Apartment, 2, ITI Rd, Sahil Park, Sanewadi, Aundh, Pune, Maharashtra 411007",081828 81881,Pune,2025-04-02 17:26:39
Wake and Bake,4.4,183.0,Bakery and Cake Shop,"Shubharambh, Ground, 4, Abhimanashree Society Rd, near Abhimanshree society, Aundh, Pune, Maharashtra 411008",091759 90420,Pune,2025-04-02 17:26:39
Just Baked Bakers & Confectioners (Pune) Private Limited,3.9,152.0,Bakery and Cake Shop,"Chandrakant Chamber, 198/3, Chatrapati Shahu Maharaj Rd, Sangamvadi, Pune, Maharashtra 411001",099601 00214,Pune,2025-04-02 17:26:39
The Cake Boutique Pune,4.8,188.0,Cake shop,"206, Whispering Hills, Society, Punekar Bungalow Rd, near Bishops School, Kad Nagar, Undri, Pune, Maharashtra 411028",070308 91472,Pune,2025-04-02 17:26:39
CakeShahi Cake Shop,4.8,186.0,Cake shop,"206, Whispering Hills, Society, Punekar Bungalow Rd, near Bishops School, Kad Nagar, Undri, Pune, Maharashtra 411028",070308 91472,Pune,2025-04-02 17:26:39
New Poona Bakery,4.0,1239.0,Bakery and Cake Shop,"Appa Balwant Chowk, Maharashtra 411002",086056 93335,Pune,2025-04-02 17:26:39
The Good Butter Bakery (pre orders only),4.8,61.0,Bakery and Cake Shop,"ROW HOUSE, 1, opp. Shivaani Residency Solitaire Villa, Balewadi, Pune, Maharashtra 411045",079776 57422,Pune,2025-04-02 17:26:39
Anaa's Baking Studio,4.8,232.0,Bakery and Cake Shop,"Akshay Complex, A-301, ITI Rd, above Taneira sarees, Ward No. 8, Pushpak Park, Aundh, Pune, Maharashtra 411007",082086 95719,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - Viman Nagar, Pune",4.2,587.0,Bakery and Cake Shop,"दत्ता मंदिर चौक, Sai Apex, 2, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014",081828 81881,Pune,2025-04-02 17:26:39
Bangalore Iyangar's Bakery,4.3,26.0,Bakery and Cake Shop,"Shop No:2, Gulawani Maharaj Road, Ganesh Nagar, Erandwane, Pune, Maharashtra 411004",N/A,Pune,2025-04-02 17:26:39
Royal Baking Co.,4.4,168.0,Bakery and Cake Shop,"Siddhesh Optimus, Konark Nagar, Mhada Colony, Viman Nagar, Pune, Maharashtra 411014",086004 00500,Pune,2025-04-02 17:26:39
Bread Story,4.2,247.0,Bakery and Cake Shop,"Shop No. 3, Viman Palace, Clover Park, Viman Nagar, Pune, Maharashtra 411014",020 2663 1879,Pune,2025-04-02 17:26:39
Fernz Cakes & Cookies,4.4,34.0,Bakery and Cake Shop,"Shop No. 3, Viman Palace, Clover Park, Viman Nagar, Pune, Maharashtra 411014",020 2663 1879,Pune,2025-04-02 17:26:39
Best Bakery,4.1,91.0,Bakery and Cake Shop,"Shop No 1, Anand Apartments, Market,, Shitole Nagar, Sainath Colony, Old Sangvi, Pune, Maharashtra 411027",090224 44428,Pune,2025-04-02 17:26:39
The Cake And Cream Factory FC Road,4.5,129.0,Bakery and Cake Shop,"Shop No.1 Karnik Heritage Opp Venus Trader Kelkar Road, Off FC Rd, behind Roopali Hotel, Pune, Maharashtra 411004",096577 22464,Pune,2025-04-02 17:26:39
The Hindu Bakery and Cafe,4.7,109.0,Bakery and Cake Shop,"Shop No.1 Karnik Heritage Opp Venus Trader Kelkar Road, Off FC Rd, behind Roopali Hotel, Pune, Maharashtra 411004",096577 22464,Pune,2025-04-02 17:26:39
Caramellas Cake Shop and Cafe,4.7,331.0,Cake shop,"Shop no 3, Butte Patil House, Jangali Maharaj Rd, Revenue Colony, Pune, Maharashtra 411005",090677 99357,Pune,2025-04-02 17:26:39
Khodayar Bakery,4.5,155.0,Bakery and Cake Shop,"MINOO MANZIL 269, opp. DR AMBEDKAR SCHOOL, Solapur Bazar, Camp, Pune, Maharashtra 411001",098905 17651,Pune,2025-04-02 17:26:39
Famous Bakery,4.9,20.0,Bakery and Cake Shop,"MINOO MANZIL 269, opp. DR AMBEDKAR SCHOOL, Solapur Bazar, Camp, Pune, Maharashtra 411001",098905 17651,Pune,2025-04-02 17:26:39
Bakeeology The Healthy Baker,4.9,98.0,Bakery and Cake Shop,"Swojas Sarthak Next lane of Nirmitte Furniture of, Law College Rd, near Abhinav School, Erandwane, Pune, Maharashtra 411004",098230 97700,Pune,2025-04-02 17:26:39
"FNP Cakes - Cakes Shop in Viman Nagar, Pune",4.9,260.0,Cake shop,"Shop 6, Ground Floor, Neco Garden, Lavendar, Sakore Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014",097619 07261,Pune,2025-04-02 17:26:39
Ashok Bakery,4.4,174.0,Bakery and Cake Shop,"Shop 6, Ground Floor, Neco Garden, Lavendar, Sakore Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014",097619 07261,Pune,2025-04-02 17:26:39
New Lucky Bakery,4.2,218.0,Bakery and Cake Shop,"689,Pushpa Chamber,Padma Society, Bibvewadi Rd, opp. ESI Office, Vasant Baug Society, Maharshi Nagar, Pune, Maharashtra 411037",090117 19993,Pune,2025-04-02 17:26:39
House of Cakes and Breads,4.8,61.0,Bakery and Cake Shop,"689,Pushpa Chamber,Padma Society, Bibvewadi Rd, opp. ESI Office, Vasant Baug Society, Maharshi Nagar, Pune, Maharashtra 411037",090117 19993,Pune,2025-04-02 17:26:39
Bangalore Iyangar Bakery,4.2,991.0,Bakery and Cake Shop,"Shop No: 1, Gokul Plaza, Viman Nagar Rd, next to Telephone Exchange, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014",097644 39250,Pune,2025-04-02 17:26:39
Cake Dior,3.9,114.0,Cake shop,"Lane No. 9, near Sbi bank Power plaza, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001",072762 09204,Pune,2025-04-02 17:26:39
Revolution Bakers,5.0,101.0,Cake shop,"1st floor,Office No 505, Triveni Apartment, beside Symboisis Center For Distance Learning, Model Colony, Shivajinagar, Pune, Maharashtra 411016",070212 67843,Pune,2025-04-02 17:26:39
The Cake Studio,4.4,176.0,Cake shop,"Quarter Gate Chowk, 9, Atur Terraces Rd, near HDFC Bank, New Nana Peth, Ganesh Peth, Pune, Maharashtra 411002",086001 22122,Pune,2025-04-02 17:26:39
Maarus Bakers - Kothrud,4.6,51.0,Bakery and Cake Shop,"Quarter Gate Chowk, 9, Atur Terraces Rd, near HDFC Bank, New Nana Peth, Ganesh Peth, Pune, Maharashtra 411002",086001 22122,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - Salunkhe Vihar, Pune",3.7,235.0,Cake shop,"Girme Heights, Ground Floor, Building No. D, 55, Salunke Vihar Rd, Wanowrie, Pune, Maharashtra 411040",081828 81881,Pune,2025-04-02 17:26:39
Green Bakery,4.2,216.0,Bakery and Cake Shop,"781, Bajirao Rd, Sadashiv Peth, Pune, Maharashtra 411030",020 2445 8462,Pune,2025-04-02 17:26:39
"Merwans Cake Stop Camp, Pune",4.2,215.0,Bakery and Cake Shop,"East St, Pune Cantonment, Pune, Maharashtra 411001",091371 15598,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - M G Road, Pune",3.9,119.0,Bakery and Cake Shop,"East St, Pune Cantonment, Pune, Maharashtra 411001",091371 15598,Pune,2025-04-02 17:26:39
REGAL BAKERY,4.2,101.0,Bakery and Cake Shop,"Prabhat Rd, Erandwana, Deccan Gymkhana, Pune, Maharashtra 411004",079726 93884,Pune,2025-04-02 17:26:39
"Baker's Magic ""The Natural Bakery""",4.1,199.0,Bakery and Cake Shop,"Shop no 2 & 3, Vitthal Mandir, 1547, opp. Navi Peth, Ramashram Society, Sadashiv Peth, Pune, Maharashtra 411030",097621 79296,Pune,2025-04-02 17:26:39
Islamiya Bakery baitul aman building,4.1,257.0,Bakery and Cake Shop,"Shop no 2 & 3, Vitthal Mandir, 1547, opp. Navi Peth, Ramashram Society, Sadashiv Peth, Pune, Maharashtra 411030",097621 79296,Pune,2025-04-02 17:26:39
New Taj Bakery,4.3,61.0,Bakery and Cake Shop,"751, next to Chudaman Talim, Agarwal Colony, Bhawani Peth, Pune, Maharashtra 411042",020 2635 2651,Pune,2025-04-02 17:26:39
Noble Bake House,3.9,286.0,Bakery and Cake Shop,"751, next to Chudaman Talim, Agarwal Colony, Bhawani Peth, Pune, Maharashtra 411042",020 2635 2651,Pune,2025-04-02 17:26:39
Roat Bakers and Confectioners,4.3,274.0,Bakery and Cake Shop,"1124 RAVIWAR Peth, Maharana Pratap Rd, Raje Wadi, Ganesh Peth, Pune, Maharashtra 411002",020 2447 0973,Pune,2025-04-02 17:26:39
Sunrise Bakery,4.3,34.0,Bakery and Cake Shop,"1124 RAVIWAR Peth, Maharana Pratap Rd, Raje Wadi, Ganesh Peth, Pune, Maharashtra 411002",020 2447 0973,Pune,2025-04-02 17:26:39
Indian Bakers,4.4,28.0,Bakery and Cake Shop,"Shop No 3 & 4, G N Rahi Complex, near Ganesh Mandir, Sangamvadi, Pune, Maharashtra 411003",082080 83729,Pune,2025-04-02 17:26:39
MAHARASHTRA BAKERY,4.2,22.0,Bakery and Cake Shop,"Shop No 3 & 4, G N Rahi Complex, near Ganesh Mandir, Sangamvadi, Pune, Maharashtra 411003",082080 83729,Pune,2025-04-02 17:26:39
Hindustan Bakery Bajirao Road Pune,4.2,39.0,Bakery and Cake Shop,"GV53+RFC, Shri M Mate Path, Sadashiv Peth, Pune, Maharashtra 411030",N/A,Pune,2025-04-02 17:26:39
MAYA BAKERY,3.9,149.0,Bakery and Cake Shop,"Shop No 01 847 Near Sat Toti Police Chowky, Kasba Peth, Pune, Maharashtra 411011",088550 17966,Pune,2025-04-02 17:26:39
JAN'S CUSTOM CAKES | PUNE,4.9,102.0,Bakery and Cake Shop,"Shop No 01 847 Near Sat Toti Police Chowky, Kasba Peth, Pune, Maharashtra 411011",088550 17966,Pune,2025-04-02 17:26:39
Ismail Bakers And Cake Shop,3.8,253.0,Bakery and Cake Shop,"Kakade Plaza, City, Warje Malwadi Rd, Warje Jakat Naka, Karvenagar, Pune, Maharashtra 411052",N/A,Pune,2025-04-02 17:26:39
KINGS BAKERS,4.1,597.0,Bakery and Cake Shop,"Shop No 2, NIBM Jct, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",080877 03649,Pune,2025-04-02 17:26:39
Manohar Bakery,4.2,22.0,Bakery and Cake Shop,"Shop No 2, NIBM Jct, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",080877 03649,Pune,2025-04-02 17:26:39
The Royal Bakery,4.3,26.0,Bakery and Cake Shop,"200, MG Road, Camp, Pune, Maharashtra 411001",020 2634 5251,Pune,2025-04-02 17:26:39
CROWN BAKERY,4.3,671.0,Bakery and Cake Shop,"200, MG Road, Camp, Pune, Maharashtra 411001",020 2634 5251,Pune,2025-04-02 17:26:39
"The Home Bakery, Pune",4.9,84.0,Bakery and Cake Shop,"Block-A, Equilife, Mahalunge, Pune, Maharashtra 411045",095034 64162,Pune,2025-04-02 17:26:39
"Modern Chaiwali Cafe l Cakes, Brownies, Cookies & more",5.0,27.0,Bakery and Cake Shop,"Shantirakshak housing society, A2/18, Shastrinagar, Yerawada, Pune, Maharashtra 411006",096071 17047,Pune,2025-04-02 17:26:39
La Bouchée d'Or,4.1,143.0,Patisserie,"Shantirakshak housing society, A2/18, Shastrinagar, Yerawada, Pune, Maharashtra 411006",096071 17047,Pune,2025-04-02 17:26:39
Crown Bakers,3.9,208.0,Bakery and Cake Shop,"Shivpushp chawk, Sun City Rd, Anand Nagar, Pune, Maharashtra 411051",088054 62119,Pune,2025-04-02 17:26:39
Kerala Bakery,4.3,32.0,Bakery and Cake Shop,"Shivpushp chawk, Sun City Rd, Anand Nagar, Pune, Maharashtra 411051",088054 62119,Pune,2025-04-02 17:26:39
B&R Bakers,4.9,122.0,Bakery and Cake Shop,"Bramha Estate Co_Op Society, near Jyoti Restaurant, Bramha Avenue Society, Shreehans Nagar, Kondhwa, Pune, Maharashtra 411048",N/A,Pune,2025-04-02 17:26:39
Nehas Bakery,4.9,157.0,Cake shop,"Home bakery in amanora future towers. It's not a shop, pls call/whatsapp, Maharashtra 411028",096047 99693,Pune,2025-04-02 17:26:39
New Diamond Bakery,4.4,43.0,Bakery and Cake Shop,"Shop no 49, Brahma Majestic Building, lane, NIBM Rd, NIBM Undri Road, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",020 4122 8259,Pune,2025-04-02 17:26:39
Marz-O-Rin,4.2,23370.0,Cafe,"Bakthiar Plaza, 6, MG Road, Opposite Bombay Store, Camp, Pune, Maharashtra 411001",077220 94983,Pune,2025-04-02 17:26:39
FNP Cakes Koregaon Park,4.6,47.0,Bakery and Cake Shop,"Shop No. 11, Gulmohar Gardens, Lane No. 7, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001",084088 50363,Pune,2025-04-02 17:26:39
DSK Baker's,4.2,123.0,Bakery and Cake Shop,"GVF9+57H, Station Rd, Near old zilla parishad building, Saraswat Colony, Somwar Peth, Pune, Maharashtra 411001",N/A,Pune,2025-04-02 17:26:39
New India Bakery,4.6,62.0,Bakery and Cake Shop,"Shop No 1, opp. Hdfc Bank, Vrindavan Park Society, Yerawada, Pune, Maharashtra 411006",094203 13897,Pune,2025-04-02 17:26:39
Viceroy Bakery,3.7,87.0,Bakery and Cake Shop,"Shop No 1, opp. Hdfc Bank, Vrindavan Park Society, Yerawada, Pune, Maharashtra 411006",094203 13897,Pune,2025-04-02 17:26:39
Cakeman,4.3,340.0,Cake shop,"Shop No.3 10 North Apartments, near ICICI Bank, Kalyani Nagar, Branch, Maharashtra 411006",077449 51144,Pune,2025-04-02 17:26:39
Open Window Cakes,4.2,43.0,Patisserie,"Fergusson College Rd, Ganeshwadi, Deccan Gymkhana, Pune, Maharashtra 411004",088570 90336,Pune,2025-04-02 17:26:39
Hasan Bakery,4.0,112.0,Bakery and Cake Shop,"Anant Kanhere Path, near Mhatre Bridge, Dattawadi, Pune, Maharashtra 411030",N/A,Pune,2025-04-02 17:26:39
"Theobroma Bakery and Cake Shop - Kothrud, Pune",3.7,287.0,Cake shop,"Fountain Head Apartment, BLOCK-2, 16, Late GA Kulkarni Path, Sangam Shree Society, Kothrud, Pune, Maharashtra 411038",081828 81881,Pune,2025-04-02 17:26:39
Varsha Bakery,4.1,44.0,Bakery and Cake Shop,"507, Ghorapade Peth, Shivaji Road, Pine 411042, Pune, Maharashtra 411042",098223 36722,Pune,2025-04-02 17:26:39
The Cake N Joy - Online Cake Delivery in Pune | Best Customized Designer Cakes Home Delivery,4.5,79.0,Bakery and Cake Shop,"507, Ghorapade Peth, Shivaji Road, Pine 411042, Pune, Maharashtra 411042",098223 36722,Pune,2025-04-02 17:26:39
Thakur bakers,4.1,606.0,Bakery and Cake Shop,"thakur bakery, 65/512, near crecent high school, Market Yard, Maharshi Nagar, Pune, Maharashtra 411037",N/A,Pune,2025-04-02 17:26:39
New Poona Bakery AUNDH,4.0,107.0,Bakery and Cake Shop,"1, Sumeet Apartment, DP Road, Aundh, near DAV School, Pune, Maharashtra 411007",098501 93174,Pune,2025-04-02 17:26:39
Le artisan Boulangerie,4.5,572.0,Bakery and Cake Shop,"Sanblue Trade Link Pvt Ltd ( Veer Group), GF,B/S Avalon hotel, 9, Be Alive Media Rd, Bodakdev, Ahmedabad, Gujarat 380054",097232 31177,Ahmedabad,2025-04-02 17:33:14
Baker's Den,4.7,301.0,Bakery and Cake Shop,"7, Shivalik Plaza, IIM Rd, opposite AMA, Panjara Pol, Ambawadi, Ahmedabad, Gujarat 380015",076994 54545,Ahmedabad,2025-04-02 17:33:14
House of cakes,4.8,486.0,Bakery and Cake Shop,"Shop No. 6, Shanti Dayal Apartment, Near H.B. Kapadia School, Gurukul Rd, Memnagar, Ahmedabad, Gujarat 380052",099240 28787,Ahmedabad,2025-04-02 17:33:14
AKSHAR Bakery & Café,4.9,220.0,Bakery and Cake Shop,"Shop No. 6, Shanti Dayal Apartment, Near H.B. Kapadia School, Gurukul Rd, Memnagar, Ahmedabad, Gujarat 380052",099240 28787,Ahmedabad,2025-04-02 17:33:14
Moti bakery,4.4,3717.0,Bakery and Cake Shop,"Shop no, Royal Nawab Avenue, 32/ A, Madina Masjid Rd, Royal Nawab Society, Juhapura, Ahmedabad, Gujarat 380055",079 2682 0221,Ahmedabad,2025-04-02 17:33:14
VBakesters Home baker in Ahmedabad,5.0,331.0,Cake shop,"Shubhlaxmi Towers, D-72, Rang Jyot Society, Naranpura, Ahmedabad, Gujarat 380013",096627 64310,Ahmedabad,2025-04-02 17:33:14
Divine The Bake Studio,4.8,261.0,Bakery and Cake Shop,"Pushpamala Appt, B-6, opp. Alay Tower, nr. Vijay Cross Road, N.K.Group Society, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",098982 06552,Ahmedabad,2025-04-02 17:33:14
New Famous Bakery,4.4,703.0,Bakery and Cake Shop,"Pushpamala Appt, B-6, opp. Alay Tower, nr. Vijay Cross Road, N.K.Group Society, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",098982 06552,Ahmedabad,2025-04-02 17:33:14
Rehmati Bakery,4.4,233.0,Bakery and Cake Shop,"Swastik Super Market, 16, Ashram Rd, opp. Popular House, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380009",N/A,Ahmedabad,2025-04-02 17:33:14
Bharat Krishna Bakery,4.3,866.0,Bakery and Cake Shop,"Kasturba Gandhi Road Out Side Delhi Darwaja, opp. MADHUPURA, Delhi Chakla, Dariyapur, Ahmedabad, Gujarat 380004",079 2217 1546,Ahmedabad,2025-04-02 17:33:14
Atul Bakery Nirnaynagar Ahmedabad,4.9,329.0,Bakery and Cake Shop,"1&2 block A-2 sector 7-A Radhamurlidhar Nagar, Nirnay Nagar, Ahmedabad, Gujarat 382481",093138 64756,Ahmedabad,2025-04-02 17:33:14
Angel's Cake,5.0,328.0,Cake shop,"Shop No.991/1, Kamlesh Park, Nr.Pakhi Hospital, opp. Takshashila School Road, Odhav, Ahmedabad, Gujarat 382415",099983 06316,Ahmedabad,2025-04-02 17:33:14
Rakhi Cakes & Bakes,4.9,246.0,Cake shop,"Sampad Woods, C-103, Koteshwar Bhat Rd, opp. DEV TRANQUIL, near Motera, Koteshwar, Ahmedabad, Gujarat 380005",097129 05768,Ahmedabad,2025-04-02 17:33:14
